POI名称,所在区县,详细地址,经度,纬度,POI类型,分析类别
苏宁环球购物中心,鼓楼区,湖南路18号,118.777984,32.069518,购物服务;商场;购物中心|购物服务;商场;普通商场|购物服务;家电电子卖场;苏宁|购物服务;超级市场;超市,超市
大润发(江宁店),江宁区,秦淮路11号,118.81796,31.951911,购物服务;超级市场;超市,超市
沃尔玛(南京赛虹桥分店),雨花台区,应天大街619号虹悦城负1楼,118.766523,32.009525,购物服务;超级市场;沃尔玛,超市
盒马鲜生(大行宫店),秦淮区,太平南路168号九宜城N91购物中心B1层,118.792921,32.036118,购物服务;综合市场;水产海鲜市场|购物服务;超级市场;超市,超市
大润发(浦口店),浦口区,新浦路126号,118.643493,32.059421,购物服务;超级市场;超市,超市
ALDI奥乐齐超市(巧刻广场店),建邺区,兴隆大街156号巧刻广场CHOC PARKB1层,118.732662,32.016154,购物服务;超级市场;超市,超市
M会员商店(南京店),建邺区,应天大街866号,118.743716,32.021492,购物服务;超级市场;超市,超市
大润发(鼓楼店),玄武区,丹凤街39号,118.786994,32.054236,购物服务;超级市场;超市,超市
好邻里生活购物广场(友谊街店),建邺区,友谊街66号(永初路地铁站1号口步行370米),118.715259,31.971516,购物服务;超级市场;超市|购物服务;商场;商场,超市
大润发(瑞金店),秦淮区,龙蟠中路260号,118.803413,32.033424,购物服务;超级市场;超市,超市
盒马鲜生(湖南路店),鼓楼区,马台街99号城市集市负一楼,118.773487,32.071384,购物服务;综合市场;水产海鲜市场|购物服务;超级市场;超市,超市
麦德龙(下关店),鼓楼区,建宁路300号(南京西站旁),118.743774,32.093817,购物服务;超级市场;麦德龙,超市
ALDI奥乐齐超市(仙林金鹰湖滨天地店),栖霞区,仙林街道学津路1号金鹰湖滨天地二期地下一层B080号,118.922995,32.100745,购物服务;超级市场;超市,超市
ALDI奥乐齐超市(景枫中心店),江宁区,双龙大道1698号景枫中心B161、B201,118.819835,31.930251,购物服务;超级市场;超市,超市
盒马mini(江宁大学城楷宇广场店),江宁区,龙眠大道888号,118.908907,31.902158,购物服务;超级市场;超市,超市
盒马生鲜奥莱(集庆门店),建邺区,集庆门大街24号,118.76335,32.019855,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市,超市
盒马鲜生(夫子庙店),秦淮区,来燕路一号曙光天地负一楼,118.788645,32.016912,购物服务;超级市场;超市,超市
华润苏果(北圩路店),鼓楼区,清凉门大街18号,118.751126,32.046887,购物服务;超级市场;超市,超市
盒马鲜生(21世纪城店),江宁区,双龙大道1539号21世纪太阳城购物中心C入口B1层,118.825697,31.927305,购物服务;超级市场;超市,超市
ALDI奥乐齐超市(江北印象汇店),浦口区,桥北弘阳广场印象汇,118.722313,32.140219,购物服务;超级市场;超市,超市
悦活里超市(金陵天地店),建邺区,中和路68号B159号,118.713419,31.97461,购物服务;超级市场;超市,超市
大润发(龙江店),鼓楼区,草场门大街95号(龙江地铁站2号口步行110米),118.74148,32.05736,购物服务;超级市场;超市,超市
盒马鲜生(仙林九霄梦天地店),栖霞区,学衡路1号九霄梦天地B1层,118.916591,32.092294,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市,超市
华润苏果(高淳店),高淳区,天河路39号,118.864969,31.322421,购物服务;超级市场;超市,超市
超盒算NB(南京江宁莱茵达路店),江宁区,莱茵达路288号金宝商业广场F1层,118.857429,31.936446,购物服务;超级市场;超市,超市
盒马鲜生(弘阳广场店),浦口区,弘阳广场c3馆1层,118.723697,32.14013,购物服务;超级市场;超市,超市
大润发(溧水店),溧水区,致远路68号,119.039933,31.637966,购物服务;超级市场;超市,超市
ALDI奥乐齐超市(华贸中心店),鼓楼区,中央路339号南京华贸中心B1层,118.781863,32.079734,购物服务;超级市场;超市,超市
盒马鲜生(玄武花园城店),玄武区,大壮观路69号玄武招商花园城B1层,118.819336,32.093785,购物服务;超级市场;超市,超市
盒马鲜生(紫荆广场·花漫里店),雨花台区,雨花东路158号(卡子门地铁站3号口步行470米),118.79391,31.992116,购物服务;超级市场;超市,超市
盒马鲜生(江北虹悦城店),浦口区,龙华路1号江北虹悦城B1层,118.639439,32.067007,购物服务;超级市场;超市,超市
永辉超市(龙湖南京河西天街店),建邺区,云龙山路89号龙湖南京河西天街B1层,118.737724,31.988178,购物服务;超级市场;超市,超市
盒马鲜生(紫金坊店),玄武区,中山门大街9号紫金坊(苜蓿园地铁站1号口旁),118.835028,32.040594,购物服务;超级市场;超市,超市
永辉超市(南京市江宁万达店),江宁区,上元大街与竹山路交汇处(万达),118.843685,31.951659,购物服务;超级市场;超市,超市
大润发(汉中门店),建邺区,汉中门大街151号(云锦路地铁站1号口步行430米),118.747466,32.038387,购物服务;超级市场;超市,超市
永辉超市(龙湖南京江北天街店),浦口区,江北新区文景路99号龙湖南京江北天街B1层Z01号,118.697153,32.158371,购物服务;超级市场;超市,超市
盒马鲜生(佳源广场店),玄武区,顾家营路59号佳源广场F1层,118.880945,32.040634,购物服务;超级市场;超市,超市
北京华联生活超市(南京紫金店),秦淮区,苜蓿园大街石门坎165号北京华联(紫金店)附近,118.830075,32.020925,购物服务;超级市场;北京华联,超市
超盒算NB(京新广场店),浦口区,柳洲东路189号邻里中心,118.743542,32.141247,购物服务;超级市场;超市|生活服务;生活服务场所;生活服务场所,超市
盒马鲜生(奥体店),建邺区,江东中路258号华采天地负一楼,118.720509,31.997328,购物服务;超级市场;超市|公司企业;公司;公司,超市
盒马鲜生(南京河西金地广场店),建邺区,江东南路92号(吴侯街地铁站2号口旁)南京河西金地广场B1层,118.691697,31.976957,购物服务;超级市场;超市,超市
盒马鲜生(南京雨花万象天地店),雨花台区,向秀路1号南京雨花万象天地LG层,118.733219,31.96001,购物服务;超级市场;超市,超市
盒马鲜生(同曦·万尚城店),江宁区,同曦假日百货B1层(胜太路地铁站1号口步行80米),118.82225,31.943809,购物服务;超级市场;超市,超市
盒马鲜生(六合龙湖天街店),六合区,雄州街道景兰路2号龙湖南京六合天街负一楼,118.84322,32.32853,购物服务;超级市场;超市,超市
超盒算NB(南京建邺万达广场店),建邺区,江东中路98号南京建邺万达广场F2,118.735452,32.032718,购物服务;超级市场;超市,超市
永辉超市(仙林万达广场店),栖霞区,仙林大道与守敬路交汇处,118.987125,32.121279,购物服务;超级市场;超市,超市
悦活里超市(河西金鹰世界店),建邺区,应天大街888号金鹰世界LG1层,118.740788,32.024154,购物服务;超级市场;超市,超市
益家100生活广场(益家100店),建邺区,吴侯街158号崇文金城37号楼2层05号,118.699235,31.967785,购物服务;超级市场;超市,超市
盒马超市,溧水区,溧水万达(幸庄地铁站5号口步行410米),119.047011,31.626712,购物服务;超级市场;超市,超市
金盛国际家居迈皋桥广场,栖霞区,迈皋桥迈化路375号,118.828252,32.111779,购物服务;商场;普通商场|购物服务;超级市场;屈臣氏|购物服务;家居建材市场;家居建材市场,超市
超盒算NB(城南茂店),浦口区,新浦路128号城南茂商业广场F1层,118.639182,32.054509,购物服务;超级市场;超市,超市
盒马鲜生(麟珑汇店),江宁区,开城路111号麟珑汇B1层,118.927163,32.045821,购物服务;超级市场;超市,超市
盒马鲜生(乐基广场店),建邺区,所街108号乐基广场负一楼,118.744782,32.023109,购物服务;超级市场;超市,超市
好邻里生活中心,栖霞区,尧化街道新城路21号,118.891163,32.129034,购物服务;商场;普通商场|购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店|生活服务;生活服务场所;生活服务场所,超市
华润苏果(城东路店),江宁区,天元东路388号城市之光购物广场1-3层,118.880411,31.939661,购物服务;超级市场;超市,超市
盒马鲜生(龙湖南京龙湾天街店),江宁区,东山街道潭园西路199号龙湖龙湾天街B1,118.843638,31.938289,购物服务;超级市场;超市,超市
华润苏果(亚东商业广场店),栖霞区,学衡路5号(学则路地铁站2号口步行380米),118.915678,32.094095,购物服务;超级市场;超市,超市
苏果超市(鑫海洋百货店),江宁区,诚信大道与铺岗街交叉口西,118.831998,31.908636,购物服务;超级市场;超市,超市
永辉超市(江宁宝龙广场店),江宁区,麒麟街道丹霞街169号南京江宁宝龙广场1号楼B1层M1-B1-023-025/027/049/050,118.928154,32.044856,购物服务;超级市场;超市,超市
盒马鲜生(南京建邺吾悦广场店),建邺区,汉中门大街299号建邺吾悦广场B1层Z03商铺,118.735143,32.037774,购物服务;超级市场;超市,超市
华润苏果购物中心(奥体庐山路购物广场店),建邺区,新安江街86号,118.734725,32.00413,购物服务;超级市场;超市,超市
盒马鲜生(龙蟠汇购物中心店),秦淮区,龙蟠中路419号龙蟠汇购物中心B1层,118.801068,32.021518,购物服务;综合市场;水产海鲜市场|购物服务;超级市场;超市,超市
盒马工坊工坊鲜厨(宜悦城店),雨花台区,宜悦城(天隆寺地铁站出入口旁),118.762172,31.97982,购物服务;超级市场;超市,超市
盒马超市,江宁区,栖凤路与安居街交叉口东140米,118.595825,31.851625,购物服务;超级市场;超市,超市
益家100生活广场(高新店),浦口区,侨康路16号新城花漾紫郡,118.711949,32.184985,购物服务;超级市场;超市,超市
盒马鲜生(金象城购物中心店),浦口区,金象城(长江大桥北地铁站1B口步行400米),118.736075,32.127425,购物服务;超级市场;超市,超市
盒马生鲜奥莱(光华荟店),秦淮区,御道街113号1层(光华门地铁站4号口步行180米),118.81617,32.022443,购物服务;超级市场;超市,超市
世纪华联超市(火车站店),玄武区,龙蟠路244号(南京站地铁站1号口步行120米),118.794614,32.087065,购物服务;超级市场;超市,超市
超盒算NB,江宁区,武夷绿洲商业广场1号楼,118.841775,31.930575,购物服务;超级市场;超市,超市
好又多购物中心(秣陵店),江宁区,秣陵街道凤仪街,118.840467,31.838886,购物服务;超级市场;超市,超市
超盒算NB(南京招商花园城店),栖霞区,燕城大道1号燕子矶花园城1号门,118.833525,32.122575,购物服务;超级市场;超市,超市
Ole精品超市,秦淮区,王府大街29号JLC金陵中环西区B1层,118.781197,32.040803,购物服务;超级市场;超市,超市
盒马mini(南京LG壹城店),秦淮区,光华路89号1号楼101-B商铺,118.846378,32.019221,购物服务;超级市场;超市,超市
华润苏果(华侨广场店),浦口区,大桥北路1号华侨广场2层,118.728983,32.128112,购物服务;超级市场;超市,超市
好特卖HotMaxx(新世界百货店),玄武区,珠江路88号新世界百货F1层,118.788453,32.049417,购物服务;超级市场;超市,超市
华润苏果(乐尚天地店),江宁区,将军大道9号托乐嘉内(翠屏山地铁站3号口步行50米),118.785631,31.943089,购物服务;超级市场;超市,超市
华润苏果(黄金海岸广场店),江宁区,东山镇金箔路999号黄金海岸广场B1-2层,118.836385,31.95063,购物服务;超级市场;超市,超市
大润发(龙池店),六合区,龙池街道浦六路6号天合广场2楼,118.819694,32.320127,购物服务;超级市场;超市,超市
盒马鲜生(白马广场店),浦口区,江浦街道白马路与狮山路交汇口白马生活广场B1层,118.631028,32.076679,购物服务;超级市场;超市,超市
南京超盒算NB(六合鑫乐广场店),六合区,大厂街道新华路138号鑫乐生活广场第一层1F-03,118.74639,32.221849,购物服务;超级市场;超市,超市
华润苏果金浦假日百货店,浦口区,文德路地铁站1号口步行170米,118.628097,32.058209,购物服务;超级市场;超市,超市
华润苏果(现代服务大厦店),秦淮区,光华路石门坎104号(石门坎地铁站1号口步行460米),118.826372,32.019049,购物服务;超级市场;超市,超市
花园路苏果,玄武区,花园路1号,118.827022,32.075637,购物服务;超级市场;超市,超市
金鹰超市(新街口金鹰国际广场店),秦淮区,汉中路89号金鹰国际A座负一楼,118.779234,32.041518,购物服务;便民商店/便利店;便民商店/便利店|购物服务;超级市场;超市,超市
超盒算NB雨花台岱山店,雨花台区,岱山中路4号,118.697106,31.939495,购物服务;超级市场;超市,超市
好邻里生活中心(丁家庄店),栖霞区,和悦街5号,118.850465,32.118252,购物服务;商场;普通商场|购物服务;超级市场;超市,超市
华润苏果(万辰广场商业街店),溧水区,宝塔路9号,119.024567,31.658502,购物服务;超级市场;超市,超市
超盒算NB(浦口新马路店),浦口区,新马路176号1幢133-141室,118.704927,32.10756,购物服务;超级市场;超市,超市
华润苏果(紫晶广场店),六合区,[],118.843427,32.339652,购物服务;超级市场;超市,超市
华润苏果(南苑大厦店),建邺区,南湖路58号(应天大街地铁站3B口旁),118.749686,32.018121,购物服务;超级市场;超市,超市
华润苏果(汪家村购物广场店),建邺区,地铁二号线油坊桥站内(油坊桥地铁站2号口旁),118.720995,31.966557,购物服务;超级市场;超市,超市
华润苏果购物广场(澳林广场店),浦口区,浦珠北路126号丽都嘉园商贸1期A区,118.699844,32.112564,购物服务;超级市场;超市|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,超市
华润苏果(万寿购物中心店),栖霞区,迈尧路398号,118.842571,32.123187,购物服务;超级市场;超市,超市
华润苏果(新城市·虹桥中心店),鼓楼区,中山北路281号新城市虹桥中心1层,118.76229,32.077066,购物服务;超级市场;超市,超市
丽岛美浓·跨境美妆奥特莱斯,栖霞区,鹂岛路268号,118.798225,32.181125,购物服务;超级市场;超市,超市
北京华联(德基广场二期店),玄武区,长江路德基广场二期负一楼,118.784972,32.045038,购物服务;超级市场;北京华联,超市
华润苏果(迈皋桥平价店),栖霞区,和燕路281号国贸商城1层,118.808847,32.104661,购物服务;超级市场;超市,超市
华润苏果(马群招商花园城店),栖霞区,马群街道中山门大街699号招商花园城B1层0108室,118.89513,32.050688,购物服务;超级市场;超市,超市
华润苏果(北漪路购物广场店),高淳区,北漪路9号,118.882015,31.327454,购物服务;超级市场;超市,超市
屈臣氏(江苏南京秦淮时尚莱迪购物广场),秦淮区,正洪街8号莱迪购物广场B2层,118.786468,32.039827,购物服务;超级市场;屈臣氏,超市
中润华购(盛江花苑北)(装修中),江宁区,长兴大街1206号01幢,118.604816,31.856394,购物服务;超级市场;超市,超市
超盒算NB(高淳八佰伴店),高淳区,宝塔路61号八佰伴B1层,118.875975,31.323975,购物服务;超级市场;超市,超市
巨诚百货超市(滨江店),江宁区,金港大道4号,118.556466,31.799623,购物服务;超级市场;超市,超市
苏果社区店(文昌巷店),秦淮区,文昌巷35号,118.795843,32.036986,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
华润苏果(开宁钻石星城店),六合区,葛关路355号开宁钻石星城2层,118.761875,32.230525,购物服务;超级市场;超市,超市
发到家(亚东同城荟店),溧水区,秦淮大道166号九筑名邸,119.044624,31.67737,购物服务;超级市场;超市,超市
苏果社区店(格致路社区店),江宁区,江宁开发区格致路文鼎广场99号,118.899917,31.912991,购物服务;超级市场;超市,超市
华润苏果(时代天地广场店),鼓楼区,东宝路8号首层及B1层,118.734871,32.043282,购物服务;超级市场;超市,超市
华润苏果超市(成贤街店),玄武区,成贤街39号成贤公寓(浮桥地铁站2号口步行150米),118.795016,32.049382,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市,超市
南京超盒算NB玄武常发广场店,玄武区,常发广场,118.810325,32.086125,购物服务;超级市场;超市,超市
苏果平价店(阅江广场店),鼓楼区,热河路50号阅江广场F1层,118.742944,32.088927,购物服务;综合市场;农副产品市场|购物服务;超级市场;华润,超市
华润苏果(汇景新苑店),江宁区,文靖路399号,118.851443,31.960706,购物服务;综合市场;果品市场|购物服务;超级市场;超市,超市
超盒算NB(莲花湖东街店),雨花台区,古雄街道新湖大道8号金地自在城第五街区3幢104室,118.661139,31.905125,购物服务;超级市场;超市,超市
俊权优选超市(上坊旗舰店),江宁区,园中路12号,118.886078,31.955089,购物服务;超级市场;超市,超市
德佑共享大厦店,江宁区,河清路118号101,118.959484,32.082228,购物服务;便民商店/便利店;便民商店/便利店|购物服务;超级市场;超市,超市
苏果Life(奥体新城丹枫园店),建邺区,兴隆大街177号08栋,118.726974,32.017318,购物服务;超级市场;超市,超市
苏果超市(宁馨阳光家园店),秦淮区,建邺路66号(张府园地铁站4号口步行180米),118.782511,32.030297,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市,超市
悦购超市(天悦城店),浦口区,百润路天悦城生活广场1-2层,118.732754,32.151562,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
苏果(春江新城社区店),雨花台区,春江新城秦河坊10号,118.750019,31.964175,购物服务;超级市场;超市,超市
华润苏果(花样年·花生唐店),雨花台区,板桥板桥新湖大道花生唐9幢,118.660882,31.908464,购物服务;家电电子卖场;手机销售|购物服务;超级市场;超市,超市
华润苏果(美利广场店),六合区,美利广场B1层,118.749428,32.242826,购物服务;超级市场;超市,超市
苏果社区店(汉中西路店),鼓楼区,汉中门大街28号(莫愁湖地铁站5号口步行280米),118.761291,32.039945,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
LAWSON罗森(南京环亚广场店),秦淮区,汉中路143-145号,118.77628,32.041304,购物服务;超级市场;超市,超市
苏果生活超市(京新路店),浦口区,百润路1号,118.73262,32.146204,购物服务;超级市场;超市,超市
万客隆·鲸选超市(龙湖南京雨山天街店),浦口区,光明路59号龙湖南京雨山天街B1层,118.612834,32.045597,购物服务;超级市场;超市,超市
南京同方制衣有限责任公司,六合区,龙池街道新集东路86号,118.730624,32.306206,购物服务;家电电子卖场;数码电子|公司企业;公司;公司|购物服务;超级市场;超市,超市
俊权优选超市(义乌小商品城店),江宁区,天元东路388号(原江宁汽车客运站),118.881207,31.9397,购物服务;超级市场;超市,超市
苏果超市(铁匠营社区店),玄武区,中山门外大街97号,118.850893,32.037202,购物服务;超级市场;超市,超市
苏果Mart(同曦·万尚城店),江宁区,双龙大道1351号B1层001号,118.822442,31.942198,购物服务;超级市场;超市,超市
易买得(北外滩水城店),浦口区,北外滩水城第十街区04幢,118.754173,32.142672,购物服务;超级市场;超市,超市
华润苏果(南京银龙花园购物广场店),秦淮区,友谊河路银龙花园四期,118.848341,31.999992,购物服务;超级市场;超市,超市
苏果生活超市(娄子巷店),鼓楼区,三牌楼大街70号楼子巷,118.766265,32.079285,购物服务;超级市场;超市,超市
超盒算NB(丁家庄瑾爱里店),栖霞区,凤霞路10号6栋6-103-108,118.853385,32.112857,购物服务;超级市场;超市,超市
苏果生活超市(科巷店),秦淮区,长白街与科巷街交汇处西南,118.79794,32.038487,购物服务;超级市场;超市,超市
南京超盒算NB(绿地花茂店),江宁区,江宁街道富逸路19号2栋1层,118.595341,31.85155,购物服务;超级市场;超市,超市
华润苏果(南京雨花吾悦广场店),雨花台区,古雄大道211号吾悦广场(南京雨花店)B1层,118.652508,31.911489,购物服务;超级市场;超市,超市
华润苏果(南京雨花吾悦广场店),雨花台区,古雄大道211号吾悦广场(南京雨花店)B1层,118.652508,31.911489,购物服务;超级市场;超市,超市
超盒算NB(尚悦天地店),鼓楼区,清凉门大街198号B1层,118.73777,32.04748,购物服务;超级市场;超市,超市
City's super,建邺区,江东中路351号(元通地铁站3号口旁)南京IFC国金中心商场南区LG1层LG1-12,118.721113,31.993347,购物服务;超级市场;超市,超市
苏果(新尧金地广场店),栖霞区,金尧路22号新尧金地广场B1层,118.889265,32.124002,购物服务;超级市场;超市,超市
岗山超市(东善桥店),江宁区,东善桥供销社福利房东北门旁,118.7733,31.869586,购物服务;超级市场;超市|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,超市
华润苏果(梅山商业广场店),雨花台区,雄风路333号梅山商业广场F1,118.634671,31.900448,购物服务;家电电子卖场;手机销售|购物服务;超级市场;超市,超市
苏果社区店(月苑店),玄武区,营苑南路138号,118.82684,32.101523,购物服务;超级市场;超市,超市
鑫京乐生鲜百货大型超市(珍珠雅苑店),浦口区,珍珠雅苑西南门东南190米,118.694379,32.104785,购物服务;超级市场;超市,超市
苏果生活超市(和府奥园店),建邺区,雨润大街(雨润大街地铁站出入口步行50米),118.721716,31.983785,购物服务;超级市场;超市,超市
苏果超市(银城东苑店),玄武区,东苑路6号,118.844578,32.028222,购物服务;综合市场;农副产品市场|购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
家悦福(时代广场店),六合区,华欧大道1号时代广场负1楼,118.811688,32.327362,购物服务;超级市场;超市,超市
佰仕捷生活超市(中和路店),建邺区,中和路79-10号(永初路地铁站4号口步行450米),118.71231,31.970385,购物服务;超级市场;超市,超市
江苏省教育超市(南大店),栖霞区,[],118.954821,32.113882,购物服务;超级市场;超市,超市
苏果生活超市(宁海路店),鼓楼区,汉口西路22号,118.773256,32.054828,购物服务;超级市场;超市,超市
华润苏果(乐至宝迈皋桥弘阳家具店),栖霞区,经五路1号弘阳家居B1层(近栖霞大道),118.833179,32.115584,购物服务;超级市场;超市,超市
南京超盒算NB(南京六合万达广场店),六合区,万达广场(雄州地铁站4号口步行320米),118.839194,32.336364,购物服务;超级市场;超市,超市
华润苏果(洲岛家园邻里中心店),建邺区,江心洲地铁站南1000米龙信项目部,118.695988,32.025825,购物服务;超级市场;超市,超市
华润苏果(盘金华府店),浦口区,新华西路458号,118.732393,32.201603,购物服务;超级市场;超市,超市
华润苏果(仙鹤门店),玄武区,仙鹤门二号路颐鹤老年公寓附近,118.899584,32.089815,购物服务;超级市场;超市,超市
苏果生活超市(鸿运大厦店),秦淮区,汉中路185号鸿运大厦c座1层,118.770686,32.042365,购物服务;超级市场;超市,超市
好又多城市生活超市(盘城新街店),浦口区,盘城新街106号菜场2层,118.717309,32.207586,购物服务;超级市场;超市,超市
苏果生活超市(应天西路店),建邺区,应天大街789-9号,118.753692,32.015431,购物服务;超级市场;超市,超市
华润苏果(天鹅湖花园店),江宁区,上元大街1088号天鹅湖花园银安大厦1-2层,118.864489,31.95837,购物服务;超级市场;超市,超市
易买盛(东来荟邻生活广场店),雨花台区,东来荟邻生活广场南门旁,118.692882,31.944715,购物服务;超级市场;超市,超市
苏果生活超市(高科荣境店),栖霞区,西岗街道广志路16-11高科荣境,118.976391,32.124364,购物服务;超级市场;超市,超市
罗森便利店(河西万达二店),建邺区,南京万达广场万达中心E座,118.737357,32.031172,购物服务;超级市场;超市,超市
俊权优选超市(花港店),栖霞区,花港西路2-25,118.895296,32.028285,购物服务;超级市场;超市,超市
百家超市(万达茂店),栖霞区,仙林大道181号万达茂F1,118.989045,32.12329,购物服务;超级市场;超市,超市
Gmart韩国超市(原青恩超市),栖霞区,仙林大学城文苑路以南文苑广场1-105号,118.907612,32.097301,购物服务;超级市场;超市,超市
北京华联超市(宇业·东方红郡天赋广场店),江宁区,麒麟门悦民路天赋广场地下一楼,118.926939,32.04788,购物服务;超级市场;北京华联|购物服务;便民商店/便利店;便民商店/便利店,超市
苏果生活超市(景明佳园店),雨花台区,景明佳园织景苑1幢,118.776488,31.966408,购物服务;超级市场;超市,超市
新万家广场,高淳区,中宏万家广场1期,118.881824,31.340023,购物服务;超级市场;超市,超市
blt精品超市(南京环宇城店),鼓楼区,凤凰街道凤熙路8号中海环宇城B1,118.752832,32.044634,购物服务;超级市场;超市,超市
环球有约(六合大厂店),六合区,毕洼路258号,118.753349,32.231287,购物服务;超级市场;超市,超市
京陵时代超市,鼓楼区,南瑞路38号,118.77299,32.07904,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
华润苏果(惠能大厦店),雨花台区,龙西路88号福润雅居小区,118.730667,31.956913,购物服务;超级市场;超市,超市
果农小哥(旭日爱上城店),浦口区,旭日爱上城四期9栋106,118.716801,32.129355,购物服务;综合市场;果品市场|购物服务;超级市场;超市,超市
苏果生活超市(升州路店),秦淮区,升州路167号(三山街地铁站2号口步行400米),118.778498,32.025026,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
华润苏果(仙林·学仕风华店),栖霞区,仙境路29号,118.931046,32.124054,购物服务;超级市场;超市,超市
blt精品超市(南京城北万象汇店),栖霞区,栖霞大道106-108号南京城北万象汇B1层,118.833327,32.120793,购物服务;超级市场;超市,超市
华润苏果(仙林·学仕风华店),栖霞区,仙境路29号,118.931046,32.124054,购物服务;超级市场;超市,超市
blt精品超市(南京城北万象汇店),栖霞区,栖霞大道106-108号南京城北万象汇B1层,118.833327,32.120793,购物服务;超级市场;超市,超市
苏果生活超市(秣陵路店),秦淮区,秣陵路20号小区,118.779191,32.036443,购物服务;超级市场;超市,超市
屈臣氏(金轮新天地购物中心店),鼓楼区,汉中路8号金轮新天地B1层,118.779953,32.042318,购物服务;超级市场;屈臣氏,超市
苏果社区店(康盛花园社区店),雨花台区,紫荆花路28号,118.788422,31.990047,购物服务;超级市场;超市,超市
华润苏果(尧化门店),栖霞区,尧化三号路社区服务楼1层(金尧路),118.872634,32.122518,购物服务;超级市场;超市,超市
苏果社区店(珍珠南路),溧水区,珍珠南路53号,119.031822,31.647857,购物服务;超级市场;超市,超市
苏果生活超市(五台山体育中心商务楼店),鼓楼区,五台山1五台山体育中心商务楼F1层,118.774215,32.046394,购物服务;超级市场;超市,超市
好又多生活超市(万象天地四季店),栖霞区,经五路万象天地华荟公寓一号楼,118.835617,32.12338,购物服务;超级市场;超市,超市
华联超市(锦绣街店),雨花台区,江南路2号2-4门面房,118.79413,31.9692,购物服务;超级市场;超市,超市
苏果社区店(莱茵达路),江宁区,莱茵达路139号,118.856919,31.939644,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
岗山超市(竹山路店),江宁区,竹山路301号,118.845891,31.938637,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
苏果生活超市(峨嵋路店),玄武区,峨嵋路25号,118.789705,32.062379,购物服务;超级市场;超市,超市
华润苏果(上城风景广场店),栖霞区,尧化街道尧佳路7号上城风景广场,118.87574,32.115631,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
苏果生活超市(建康路店),秦淮区,建康路178号(夫子庙地铁站7号口步行230米),118.7934,32.023517,购物服务;超级市场;超市,超市
苏果生活超市(苏苑大厦店),玄武区,洪武北路121号,118.788615,32.046121,购物服务;超级市场;超市,超市
华润苏果(长发华辰大厦店),鼓楼区,沈举人巷19号华辰大厦1层,118.77933,32.043452,购物服务;超级市场;超市,超市
苏果生活超市(岱善新城店),雨花台区,盛家岗街6-1-2,118.697394,31.943844,购物服务;超级市场;超市,超市
苏果便利店(百水桥营区便利),栖霞区,宁杭公路2号马群百水芊城苏果超市内,118.905936,32.046449,购物服务;超级市场;超市,超市
苏果生活超市(秦虹南路店),秦淮区,曙光里49-1,118.806236,32.001716,购物服务;超级市场;超市,超市
新街口(地铁站),玄武区,1号线;2号线,118.784136,32.041806,交通设施服务;地铁站;地铁站,地铁站
南京南站(地铁站),雨花台区,(在建)6号线;1号线;3号线;S1号线/机场线;S3号线/宁和线,118.796786,31.970968,交通设施服务;地铁站;地铁站,地铁站
西善桥(地铁站),雨花台区,(规划)S2号线/宁马线二期;7号线;S2号线/宁马线,118.690861,31.947161,交通设施服务;地铁站;地铁站,地铁站
夫子庙(地铁站),秦淮区,3号线;5号线,118.791072,32.023567,交通设施服务;地铁站;地铁站,地铁站
马群(地铁站),栖霞区,2号线;S6号线/宁句线,118.894721,32.049649,交通设施服务;地铁站;地铁站,地铁站
大行宫(地铁站),玄武区,2号线;3号线,118.794787,32.041737,交通设施服务;地铁站;地铁站,地铁站
苜蓿园(地铁站),玄武区,2号线,118.83531,32.040239,交通设施服务;地铁站;地铁站,地铁站
鸡鸣寺(地铁站),玄武区,3号线;4号线,118.798082,32.057266,交通设施服务;地铁站;地铁站,地铁站
南京站(地铁站),鼓楼区,(在建)9号线;1号线;3号线,118.796509,32.089322,交通设施服务;地铁站;地铁站,地铁站
三山街(地铁站),秦淮区,1号线;5号线,118.781583,32.023021,交通设施服务;地铁站;地铁站,地铁站
百家湖(地铁站),江宁区,(规划)12号线;1号线,118.820843,31.931941,交通设施服务;地铁站;地铁站,地铁站
中山陵·下马坊(地铁站),玄武区,2号线,118.848373,32.037578,交通设施服务;地铁站;地铁站,地铁站
玄武门(地铁站),玄武区,1号线,118.784221,32.070381,交通设施服务;地铁站;地铁站,地铁站
